keyword_name,ADF_Statistics_wiki,ADF_p_value_wiki,ADF_critical_values_wiki,ADF_Statistics_news,ADF_p_value_news,ADF_critical_values_news,ssr_ftest_pValue_lag1,ssr_ftest_pValue_lag2,ssr_ftest_pValue_lag3,ssr_ftest_pValue_lag4,ssr_ftest_pValue_lag5,ssr_ftest_pValue_lag6,ssr_ftest_pValue_lag7,lowest_lag
Brandenburg,-2.6396615894583046,0.08507390303066337,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-1.4825075525905342,0.5421461751097705,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",0.0278,0.1001,0.1723,0.2677,0.2855,0.374,0.7524,1.0
Brandenburger,-13.459823150742452,3.547932759503759e-25,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.150782945928738,7.961696741544651e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.6194,0.827,0.7246,0.8421,0.8971,0.8105,0.8684,
Brandstiftung,-9.375301921265686,7.194260218665963e-16,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.514747073979347,1.003143580125911e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.1745,0.3846,0.4956,0.4468,0.7026,0.4804,0.6462,
Bremen,-3.181647673111503,0.021071864957471268,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",-2.1010935640369977,0.24407510133581856,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",0.1306,0.3216,0.52,0.6564,0.6532,0.5966,0.5238,
Brücke,-8.079202264144554,1.47701031411905e-12,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-3.6543822732207376,0.004802533876583702,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",0.8181,0.5988,0.7162,0.5865,0.7242,0.6105,0.5462,
Bund,-11.282935482035873,1.441203030479357e-20,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-9.026998876631612,5.575310685548995e-15,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.4869,0.109,0.1623,0.1199,0.2186,0.3185,0.353,
Bundesliga,-3.797156435823968,0.0029365427325459183,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-13.052388213275737,2.1287688412138708e-24,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.0162,0.0108,0.0083,0.01,0.0183,0.0763,0.1141,3.0
Bundesregierung,-3.3580345917770718,0.012475418366930075,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-12.144434274433808,1.6229461249348086e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.2191,0.626,0.5862,0.567,0.659,0.7617,0.829,
Bundestag,-3.5232912762746262,0.007408689533261492,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-8.074944470785733,1.5143038587283845e-12,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.0372,0.002,0.0045,0.0056,0.0163,0.0192,0.0526,2.0
Bundeswehr,-3.975593768180064,0.0015438418240147555,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",-3.18439576664489,0.020905867881977683,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",0.0658,0.1374,0.1377,0.6905,0.7445,0.7286,0.5621,
Bus,-9.29250194959733,1.169513920636558e-15,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-9.61128488821732,1.808877220574342e-16,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.309,0.378,0.7243,0.8765,0.8086,0.8963,0.9859,
Butscha,-3.7849302448714104,0.0030653167580712913,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",132.31510325630296,1.0,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",0.4704,0.4464,0.0068,0.0004,0.0,0.0,0.0,5.0
Bäume,-12.899200717609158,4.2838277958035216e-24,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-5.245274372155812,7.1015367260460525e-06,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.2428,0.3577,0.4882,0.3487,0.1583,0.2481,0.3683,
Bürger,-2.85789319726813,0.05046812246696551,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",-12.832297039275975,5.8386765156762266e-24,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.0134,0.0421,0.058,0.1136,0.148,0.0326,0.0693,1.0
Bürgermeister,-1.539253929168229,0.5140113996505707,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",-2.1089293977724335,0.24093923835373177,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.9655,0.9674,0.8383,0.8684,0.9336,0.9498,0.1238,
Champions,-10.456622116943397,1.3932819574301457e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.322540535615094,2.9829982613410533e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.7946,0.4664,0.6867,0.8102,0.7567,0.6172,0.711,
Chance,-2.422248635749656,0.13555510245711955,"{'1%': -3.4776006742422374, '5%': -2.882265832283648, '10%': -2.5778219289774156}",-9.742959470549295,8.400196905154546e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.0447,0.0598,0.1388,0.1802,0.318,0.3196,0.3408,1.0
Chef,-9.698268541118573,1.0894871572219617e-16,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2.4861928085255247,0.11887000832717803,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",0.5821,0.6862,0.8254,0.8331,0.8063,0.8622,0.9289,
Chelsea,-4.248146680619655,0.0005455879002133004,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",-9.03868655773996,5.204408496316423e-15,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.0071,0.0292,0.0892,0.2455,0.386,0.5025,0.6336,1.0
Chemnitz,-5.366843682776883,3.974876099200542e-06,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-4.684599646653876,8.994083304131958e-05,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",0.0213,0.0968,0.1068,0.0099,0.0162,0.0304,0.0838,4.0
China,-2.4930154306336862,0.11718300826222988,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-10.070867028339178,1.2600387887614385e-17,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.4214,0.9133,0.5412,0.7199,0.7889,0.2235,0.3177,
Christian,-7.399563033730735,7.618294257501873e-11,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-11.413563369148305,7.15246642392885e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.7786,0.8849,0.6639,0.7012,0.807,0.7359,0.6381,
City,-6.624272486927036,5.9302247777272965e-09,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.041866592814728,1.4889621695998056e-17,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.2459,0.3997,0.6115,0.5258,0.6678,0.6637,0.4944,
Coach,-2.221775209569933,0.19843744139610886,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-1.6870815353043933,0.4377804481274688,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",0.1598,0.326,0.4405,0.3688,0.2036,0.2174,0.2598,
Comeback,-8.340739689921184,3.181277127066145e-13,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-10.342394162695287,2.6642281514517484e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.4028,0.7724,0.0733,0.1007,0.044,0.0557,0.0506,5.0
Corona,-2.4617243394837205,0.12506706340818963,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2.6522367987882647,0.08267427523297205,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.0235,0.0508,0.1652,0.26,0.3925,0.3187,0.2999,1.0
Corona-Pandemie,-0.9563989782777175,0.7688329145522437,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",-5.345141273381552,4.41196463674315e-06,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",0.7642,0.9141,0.7472,0.7115,0.8419,0.8665,0.7553,
Coronakrise,-10.409092356622548,1.823907377653371e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-4.080234230078333,0.001044006677637612,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",0.0183,0.0153,0.0939,0.0636,0.0513,0.0677,0.1014,2.0
Coronapandemie,-7.143685062069249,3.274292121975572e-10,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-3.4094062164809253,0.01064236336598052,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",0.346,0.5906,0.8547,0.3964,0.1259,0.2438,0.3259,
Coronavirus,-1.9158361300152622,0.3246483593177659,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-3.283135585236397,0.015649351189200432,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.5798,0.8383,0.8662,0.848,0.9259,0.9553,0.8013,
Covid-19,-4.442358199044635,0.00024958138475165406,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-7.624159544824617,2.090100392309957e-11,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.8857,0.9827,0.8624,0.9462,0.9353,0.9652,0.9791,
Da,-13.26162557906642,8.37580166394859e-25,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-13.15318730975614,1.3537887353237319e-24,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.0907,0.0344,0.0934,0.172,0.0239,0.028,0.0633,5.0
Darmstadt,-2.8136167471588616,0.056354883690362415,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-3.235179649877885,0.018036539305401018,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.194,0.0115,0.0293,0.0444,0.0792,0.2573,0.418,2.0
Daten,-2.357931309369372,0.15396359000812643,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-11.521098564190561,4.0383164844988984e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.7341,0.2616,0.392,0.268,0.2179,0.0638,0.0907,
Dax,-2.6996010923147176,0.0741073229318603,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-1.83146326075268,0.36495668749314797,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",0.2846,0.5564,0.4475,0.4201,0.5595,0.2998,0.2197,
Debatte,-9.277263244829554,1.279005687054131e-15,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-3.2311937094494816,0.018248593890154263,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.8197,0.2399,0.4454,0.5574,0.653,0.5573,0.5161,
Demo,-4.245493295352036,0.0005513214706376727,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-2.313555106584746,0.16763344200763036,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",0.44,0.648,0.8587,0.5959,0.5023,0.6479,0.7111,
Demos,-2.243472362198417,0.19084734049928498,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",-2.7846901202802377,0.06049417297153794,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",0.6324,0.7848,0.075,0.167,0.1679,0.1888,0.2646,
Derby,-2.984965733529137,0.036322465273696626,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-5.326866852118111,4.81590602475236e-06,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.0011,0.004,0.0001,0.0001,0.0004,0.0008,0.0003,3.0
Deutlich,-12.732462957113569,9.311767914570312e-24,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-12.048511438344411,2.6305050903818614e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.8364,0.9708,0.8082,0.7725,0.8351,0.8975,0.9027,
Deutsche,-3.738433932250989,0.0036039011016645176,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-2.179495862478058,0.21377125551441184,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",0.1021,0.4381,0.621,0.7509,0.9152,0.9719,0.9568,
Deutscher,-3.020985212389651,0.03298057880673772,"{'1%': -3.4753253063120644, '5%': -2.881274703275226, '10%': -2.5772928360116873}",-5.184293610908625,9.464983789654468e-06,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",0.6459,0.3674,0.0123,0.0183,0.0198,0.0081,0.011,6.0
Deutschland,-3.01225840807503,0.03376536948068188,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-1.1610641769699566,0.6901167806526425,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",0.8639,0.8382,0.6946,0.7981,0.6527,0.2033,0.0966,
Dienstag,-1.428487231597927,0.5685453767157462,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",-2.534926640945529,0.10720587827939482,"{'1%': -3.4779446621720114, '5%': -2.8824156122448983, '10%': -2.577901887755102}",0.0318,0.009,0.0262,0.0116,0.0157,0.0319,0.0016,7.0
Djokovic,-3.628336949330334,0.005241830887745802,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-3.7889186771642946,0.0030227481722567137,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",0.0099,0.0615,0.1341,0.1262,0.0187,0.0152,0.001,7.0
Dollar,-8.701179417293458,3.805573107946683e-14,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-7.881743593872574,4.682906685092536e-12,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",0.9401,0.9392,0.9628,0.984,0.9649,0.946,0.9484,
Donnerstag,-2.8292014691609504,0.05422209349805274,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",-1.4939043691673393,0.5365245762875247,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",0.0294,0.0531,0.0237,0.0577,0.0987,0.1447,0.354,3.0
Dortmund,-10.431750251992659,1.6040296049112548e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-11.419105120053267,6.944042126121655e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.9792,0.9095,0.9804,0.9804,0.981,0.9543,0.9804,
Drei,-12.291585458733445,7.805170458843484e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-3.7686379970265484,0.0032449908864174777,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",0.7758,0.948,0.9227,0.8115,0.7976,0.8366,0.8117,
Dresden,-6.170214997550032,6.834073121974194e-08,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-4.934544534265119,2.9858566179449062e-05,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",0.3341,0.3906,0.252,0.4403,0.6094,0.4648,0.6215,
Dresdner,-11.58780993377164,2.8394425394438487e-21,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-4.949277216804615,2.7937589561720997e-05,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.7103,0.6287,0.8101,0.8963,0.9588,0.8751,0.9298,
Drogen,-4.445556685867459,0.00024631966473856833,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",-4.990403903133807,2.3184399995034982e-05,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",0.8468,0.7174,0.6347,0.7586,0.8362,0.8776,0.8575,
Druck,-9.312645677184351,1.0390629876972024e-15,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-7.015177847953728,6.761674522987554e-10,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.8461,0.6235,0.774,0.5308,0.5789,0.6081,0.3984,
Duell,-10.312843115662739,3.1524073068221527e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2.9005557257529464,0.04528341228296755,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.0742,0.2176,0.2091,0.3196,0.1143,0.1988,0.2461,
Dynamo,-3.2623363924720783,0.01664830481195875,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",-4.895226289703068,3.562824731369729e-05,"{'1%': -3.4744158894942156, '5%': -2.880878382771059, '10%': -2.577081275821236}",0.7262,0.5033,0.7319,0.6066,0.6728,0.8039,0.8461,
Dänemark,-2.733421241452087,0.06843132699860753,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-1.7712621840887715,0.3948196397878321,"{'1%': -3.4782936965183815, '5%': -2.882567574015525, '10%': -2.5779830117488745}",0.5202,0.3148,0.6814,0.8048,0.1565,0.0788,0.0239,7.0
Düsseldorf,-3.057045353131455,0.029899695195162487,"{'1%': -3.476273058920005, '5%': -2.881687616548444, '10%': -2.5775132580261593}",-3.7981112640843415,0.002926698453652409,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",0.9613,0.862,0.8601,0.8665,0.4288,0.6458,0.6785,
Ehefrau,-12.713180265949951,1.019682799325154e-23,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-10.196197289126188,6.137335512392339e-18,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.4356,0.5607,0.7248,0.8312,0.8995,0.8967,0.7969,
Einbrecher,-7.483312436212743,4.709700965314849e-11,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-4.5019367330713616,0.00019506145627120388,"{'1%': -3.474714913481481, '5%': -2.881008708148148, '10%': -2.5771508444444446}",0.4972,0.819,0.5372,0.5111,0.6374,0.5677,0.4965,
Einbruch,-6.308079534723085,3.285753353478654e-08,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-11.86817919985126,6.599065557536939e-22,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.1447,0.4569,0.7132,0.7733,0.2225,0.1885,0.3157,
Eine,-13.08036657791938,1.8763030321879605e-24,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-6.477133869463896,1.3225702276677594e-08,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",0.3134,0.3273,0.4548,0.3792,0.3549,0.4913,0.5527,
Einfamilienhaus,-2.8429920872951757,0.05239021730324958,"{'1%': -3.476597917537401, '5%': -2.8818291230495543, '10%': -2.5775887982253085}",-13.041650425428687,2.234720073513292e-24,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",0.4597,0.7165,0.9013,0.777,0.7855,0.9078,0.7928,
Einsatz,-7.474003989238024,4.968709192869386e-11,"{'1%': -3.474120870218417, '5%': -2.880749791423677, '10%': -2.5770126333102494}",-2.543277318151164,0.10529632904158465,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.4154,0.7251,0.8796,0.9495,0.6555,0.751,0.7986,
Eintracht,-8.219728569109648,6.478410422326586e-13,"{'1%': -3.473829775724492, '5%': -2.880622899711496, '10%': -2.5769448985432954}",-2.6359876310035655,0.08578509248597233,"{'1%': -3.4756368462466662, '5%': -2.8814104466172608, '10%': -2.5773652982553568}",0.3497,0.5641,0.8777,0.9023,0.985,0.9509,0.9679,
Einzelhandel,-3.6433646776418644,0.004984100927776607,"{'1%': -3.4750180242954167, '5%': -2.8811408028842043, '10%': -2.577221358046935}",-2.0556261670870692,0.2627275822702576,"{'1%': -3.4759527332353084, '5%': -2.881548071241103, '10%': -2.577438765246763}",0.4623,0.0652,0.1099,0.1676,0.3332,0.4734,0.5944,
